D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_524.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_524.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_524.jpg,0,0.1743381,0,0.08134137
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_591.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_591.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_591.jpg,0,0.3111075,0,0.3412684
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_661.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_661.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_661.jpg,0,0.1261905,0,0.4915352
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_730.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_730.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_730.jpg,0,0,0,0.5025057
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_798.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_798.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_798.jpg,0,0.0939804,0,0.5000648
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_875.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_875.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_875.jpg,0,0.3133779,0,0.7496335
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_01_946.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_01_946.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_01_946.jpg,-0.1,0.5077539,0,1.152854
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_013.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_013.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_013.jpg,-0.25,0.3273909,0,1.403118
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_084.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_084.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_084.jpg,0,0.09286408,0,1.58583
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_152.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_152.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_152.jpg,0,0,0,1.599684
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_221.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_221.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_221.jpg,0,0.1204353,0,1.638573
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_289.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_289.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_289.jpg,0,0.3671007,0,1.899934
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_359.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_359.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_359.jpg,0,0.4337133,0,2.189355
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_427.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_427.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_427.jpg,0,0.1851759,0,2.441667
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_496.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_496.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_496.jpg,0,0.2254335,0,2.517418
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_565.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_565.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_565.jpg,0,0.4514238,0,2.86932
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_633.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_633.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_633.jpg,0,0.6361926,0,3.279804
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_702.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_702.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_702.jpg,-0.1,0.8124165,0,3.811787
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_772.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_772.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_772.jpg,-0.3,1,0,4.682295
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_839.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_839.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_839.jpg,0,1,0,5.372743
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_906.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_906.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_906.jpg,0,1,0,6.295233
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_02_973.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_02_973.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_02_973.jpg,0,1,0,6.982673
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_040.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_040.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_040.jpg,0,1,0,7.666101
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_110.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_110.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_110.jpg,-0.2,1,0,8.561375
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_178.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_178.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_178.jpg,0,1,0,9.225704
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_246.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_246.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_246.jpg,-0.05,1,0,10.11719
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_314.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_314.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_314.jpg,-0.2,1,0,10.77332
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_381.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_381.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_381.jpg,0,1,0,11.53095
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_450.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_450.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_450.jpg,-0.1,1,0,12.34526
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_519.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_519.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_519.jpg,-0.25,1,0,12.96214
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_589.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_589.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_589.jpg,0,1,0,13.73526
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_656.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_656.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_656.jpg,-0.15,1,0,14.46987
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_727.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_727.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_727.jpg,-0.35,1,0,15.30793
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_796.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_796.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_796.jpg,-0.5000001,1,0,15.80585
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_864.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_864.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_864.jpg,-0.6500001,1,0,16.37488
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_03_932.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_03_932.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_03_932.jpg,0,1,0,17.11605
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_005.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_005.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_005.jpg,0,1,0,17.89036
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_077.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_077.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_077.jpg,0,1,0,18.57257
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_147.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_147.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_147.jpg,0,1,0,19.39285
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_216.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_216.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_216.jpg,0,1,0,19.93007
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_285.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_285.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_285.jpg,-0.15,1,0,20.73585
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_354.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_354.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_354.jpg,-0.3,1,0,21.35509
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_421.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_421.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_421.jpg,-0.45,1,0,21.8388
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_494.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_494.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_494.jpg,-0.6500001,1,0,22.4806
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_569.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_569.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_569.jpg,-0.8500001,1,0,23.04058
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_642.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_642.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_642.jpg,0,1,0,23.55511
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_717.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_717.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_717.jpg,0,1,0,24.28549
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_787.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_787.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_787.jpg,0,1,0,25.0486
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_862.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_862.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_862.jpg,0,1,0,25.62122
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_04_932.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_04_932.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_04_932.jpg,0,1,0,26.38218
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_000.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_000.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_000.jpg,-0.05,1,0,26.94875
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_067.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_067.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_067.jpg,-0.25,1,0,27.67025
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_142.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_142.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_142.jpg,0,1,0,28.20702
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_208.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_208.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_208.jpg,0,1,0,28.94455
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_282.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_282.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_282.jpg,-0.15,1,0,29.49108
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_355.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_355.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_355.jpg,0,1,0,30.17727
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_427.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_427.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_427.jpg,0,1,0,30.18922
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_497.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_497.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_497.jpg,-0.1,1,0,30.18945
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_567.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_567.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_567.jpg,-0.3,1,0,30.17288
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_636.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_636.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_636.jpg,0,1,0,30.18123
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_709.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_709.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_709.jpg,0,1,0,30.18896
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_780.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_780.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_780.jpg,-0.15,1,0,30.18801
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_849.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_849.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_849.jpg,-0.35,1,0,30.16835
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_919.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_919.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_919.jpg,0,1,0,30.18832
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_05_993.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_05_993.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_05_993.jpg,0,1,0,30.19156
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_06_063.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_06_063.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_06_063.jpg,-0.1,1,0,30.1888
D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\center_2023_12_08_13_45_06_134.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\left_2023_12_08_13_45_06_134.jpg,D:\term1-simulator-windows\beta_simulator_windows\Data\IMG\right_2023_12_08_13_45_06_134.jpg,-0.3,1,0,30.172
